case_id,case_date,court,text,problem_type,favours
8e5f6bf0-4952-49e5-baa1-22e347c823e2,08-10-2009,Bombay High Court,Boundary pillars were moved by Party B to extend their property Survey reports were inconclusive.,Boundary Dispute,Party A
3ae32e8a-1896-4d73-a41b-22453983e57b,05-08-2014,Gujarat High Court,Party B registered the sale deed without paying full stamp duty Case is pending investigation.,Stamp Duty Fraud,Party A
64b25f74-9122-4301-8ce9-796ac0487a67,21-11-2013,Madras High Court,Party B illegally constructed a building on Party A's farmland Case is pending investigation.,Illegal Encroachment,Party A
2b616941-97ff-4edb-8264-6ee5ca0c36b1,14-03-2012,Gujarat High Court,The title deed has errors in names which Party A is trying to correct,Title Defect,Party A
39849680-def7-443d-aa9c-ca2fd15c5c60,16-07-2009,Kerala High Court,Party B illegally constructed a building on Party A's farmland Local authorities intervened.,Illegal Encroachment,Party A
77808d5a-8b46-4d45-b5e5-f67cbf1b343e,05-11-2010,Gujarat High Court,Party A's boundary wall is built beyond the survey limits causing conflicts Case is pending investigation.,Boundary Dispute,Party B
15d672cd-306c-4735-b68e-06d40b96bf3b,14-10-2011,Delhi High Court,Party A sold the land without having the original property documents Survey reports were inconclusive.,Fraudulent Sale,Party B
c0f2f13d-b9a5-4ade-b5f5-d5eab90b5bd4,01-06-2021,Delhi High Court,Family members are contesting Party A's inherited property rights Additional evidence was submitted.,Inheritance Dispute,Party B
bda33931-4dca-4735-a096-04e775d7fbdc,30-04-2025,Karnataka High Court,Party A is operating a commercial shop in a residential land zone Third-party buyers are involved.,Zoning Law Violation,Party B
1a408093-61fe-4006-a2db-6ba4fbba1560,28-09-2025,Madras High Court,Party A sold the land without having the original property documents Third-party buyers are involved.,Fraudulent Sale,Party B
57dc8b55-952b-4b10-a89c-29f575770ae0,18-01-2019,Bombay High Court,Power of attorney given by Party A was misused by Party B to sell the land,Power of Attorney Misuse,Party A
eab53f6d-6dc6-4287-b700-fc5b309120b9,30-04-2020,Karnataka High Court,Party A polluted the nearby farmland affecting Party B's crops Additional evidence was submitted.,Environmental Dispute,Party B
d1b0e859-48e8-403a-bdb9-8b4f50b6c690,20-02-2003,Gujarat High Court,Party B claims adverse possession after staying 15 years without objection,Adverse Possession,Party B
0c898e03-bf1a-40e4-8924-d18cf9891148,17-02-2023,Gujarat High Court,Family members are contesting Party A's inherited property rights Survey reports were inconclusive.,Inheritance Dispute,Party B
778b3a99-aadc-4ce5-a00f-8455ee10be0c,27-09-2013,Gujarat High Court,Party A is operating a commercial shop in a residential land zone Dispute went to court.,Zoning Law Violation,Party B
b058c82a-e0b2-42f7-baeb-49bc27aa88ed,22-03-2020,Punjab and Haryana High Court,Party A polluted the nearby farmland affecting Party B's crops,Environmental Dispute,Party B
b98f490c-cc70-478b-bbb0-e35f12832579,24-05-2005,Madras High Court,Party A polluted the nearby farmland affecting Party B's crops Local authorities intervened.,Environmental Dispute,Party B
811efa27-0e6a-4fb1-9062-e97624472c98,24-09-2007,Bombay High Court,Government acquired Party A's land without fair compensation Additional evidence was submitted.,Land Acquisition Issue,Party A
5140d021-7b8d-438d-a25b-8a88e9b30086,03-09-2006,Calcutta High Court,Party B illegally constructed a building on Party A's farmland Third-party buyers are involved.,Illegal Encroachment,Party A
6eab31a3-fa54-4226-8ba9-e9a9ec0e296e,01-10-2011,Delhi High Court,Party A sold the land without having the original property documents Third-party buyers are involved.,Fraudulent Sale,Party B
a1369562-0fe9-422e-a7b3-dfba03c5793a,25-12-2015,Bombay High Court,Power of attorney given by Party A was misused by Party B to sell the land Third-party buyers are involved.,Power of Attorney Misuse,Party A
b9a88aea-71b2-44f8-97c4-94ed00fe7ff1,05-05-2020,Madras High Court,The title deed has errors in names which Party A is trying to correct,Title Defect,Party A
f9dbb9f5-a3fe-4bfd-8594-2caa19a1cf10,18-09-2009,Delhi High Court,Party B claims adverse possession after staying 15 years without objection,Adverse Possession,Party B
50b19120-fbab-4d19-8781-c94731126cbf,11-09-2005,Calcutta High Court,Party A is operating a commercial shop in a residential land zone,Zoning Law Violation,Party B
9128fc8f-8954-4608-897c-1599474d01df,12-12-2020,Punjab and Haryana High Court,Government acquired Party A's land without fair compensation Survey reports were inconclusive.,Land Acquisition Issue,Party A
188ff4a1-227e-4d2d-8633-74c8e5a02b25,13-08-2002,Delhi High Court,Power of attorney given by Party A was misused by Party B to sell the land,Power of Attorney Misuse,Party A
8b870719-3a14-48ea-b113-2657c9946876,12-12-2010,Kerala High Court,Power of attorney given by Party A was misused by Party B to sell the land Survey reports were inconclusive.,Power of Attorney Misuse,Party A
2ddd551d-aeeb-49d0-bb53-d3550d55bcbd,03-05-2019,Bombay High Court,Party A polluted the nearby farmland affecting Party B's crops,Environmental Dispute,Party B
702fe307-2eb0-4bd1-972e-eae4192f7b28,28-09-2005,Delhi High Court,Party B failed to repay the mortgage leading to bank claiming land Additional evidence was submitted.,Mortgage Default,Party A
b8647805-0979-4bad-ad3f-61942154e1d2,13-12-2013,Kerala High Court,The ownership of the land is challenged by Party B due to missing title documents Survey reports were inconclusive.,Ownership Dispute,Party B
1ab3b446-fd96-4ecc-b2fb-9511498db73d,21-11-2021,Kerala High Court,Party B registered the sale deed without paying full stamp duty Local authorities intervened.,Stamp Duty Fraud,Party A
7ada28ed-ec21-4d8d-847f-101fad57bf26,21-12-2020,Bombay High Court,Party A sold the land without having the original property documents Case is pending investigation.,Fraudulent Sale,Party B
3831dc2f-5998-4feb-ad1f-69842d22e911,05-10-2012,Punjab and Haryana High Court,Party A bought land but the developer did not build promised facilities Local authorities intervened.,Fraud by Developer,Party A
946e6b9d-3411-409a-9ed1-814d9c429986,21-06-2004,Calcutta High Court,Power of attorney given by Party A was misused by Party B to sell the land Dispute went to court.,Power of Attorney Misuse,Party A
a0215a41-5dbe-414c-90dc-de1d494f3e69,07-06-2009,Punjab and Haryana High Court,Party B failed to repay the mortgage leading to bank claiming land Survey reports were inconclusive.,Mortgage Default,Party A
d00258fc-9bc2-4398-b8b5-81d29a4df1b3,15-04-2004,Gujarat High Court,Party A is blocking Party B's right of way through the property Local authorities intervened.,Easement Issue,Party B
95181122-3cb5-4630-bf07-13d60f13059a,26-06-2017,Punjab and Haryana High Court,Party B illegally constructed a building on Party A's farmland Dispute went to court.,Illegal Encroachment,Party A
709aa9d0-59e8-45f7-91a3-19aafcac4b46,26-12-2018,Karnataka High Court,The ownership of the land is challenged by Party B due to missing title documents Dispute went to court.,Ownership Dispute,Party B
b391d0bc-c6a0-4f7c-9237-23ea9a1bdd73,04-03-2020,Punjab and Haryana High Court,Party A polluted the nearby farmland affecting Party B's crops Third-party buyers are involved.,Environmental Dispute,Party B
7217d66b-dd6b-4720-ad11-8bae1a4a7348,29-08-2020,Punjab and Haryana High Court,Party B claims adverse possession after staying 15 years without objection Survey reports were inconclusive.,Adverse Possession,Party B
4a9eaa20-ca04-427d-ac40-14d3f6a2bb8c,20-04-2023,Karnataka High Court,Party B registered the sale deed without paying full stamp duty,Stamp Duty Fraud,Party A
ce74ef8f-5268-49d2-ba1a-2660a9a4c6f3,12-09-2010,Karnataka High Court,Party B claims adverse possession after staying 15 years without objection,Adverse Possession,Party B
f1a8c3d2-9015-407a-a612-fd2cdf506213,12-08-2015,Delhi High Court,Government acquired Party A's land without fair compensation,Land Acquisition Issue,Party A
b5b991e7-562c-443d-b138-18849cfba6e5,25-02-2021,Calcutta High Court,Party A sold the land without having the original property documents Local authorities intervened.,Fraudulent Sale,Party B
1d2914c6-88e9-48e6-8724-6c17e7630b54,29-06-2011,Kerala High Court,Party B failed to repay the mortgage leading to bank claiming land Survey reports were inconclusive.,Mortgage Default,Party A
bd9d6f03-99ca-4023-b3cb-9e2ea5a99ad4,05-12-2008,Madras High Court,Party B claims adverse possession after staying 15 years without objection Survey reports were inconclusive.,Adverse Possession,Party B
2f43c9c1-4cf8-499d-bb4a-f3c1b976d96b,16-08-2014,Kerala High Court,Party A is blocking Party B's right of way through the property Survey reports were inconclusive.,Easement Issue,Party B
5b43f7f6-6328-43fc-8ea2-63ee80e0dda0,01-09-2010,Madras High Court,Party B registered the sale deed without paying full stamp duty Third-party buyers are involved.,Stamp Duty Fraud,Party A
a82a00f1-7f55-4acf-a0ba-5ab391bd7cd1,22-06-2004,Punjab and Haryana High Court,Boundary pillars were moved by Party B to extend their property Dispute went to court.,Boundary Dispute,Party A
0bfcab3a-12a4-4b71-983e-b03f21c05978,06-10-2022,Gujarat High Court,The title deed has errors in names which Party A is trying to correct Survey reports were inconclusive.,Title Defect,Party A
68dd5710-eeff-44f5-9e2d-ab232537722a,13-03-2003,Karnataka High Court,The ownership of the land is challenged by Party B due to missing title documents Local authorities intervened.,Ownership Dispute,Party B
ed1ddf7a-1ec9-4e1a-bdc2-5c61abf09147,17-01-2000,Kerala High Court,Party B failed to repay the mortgage leading to bank claiming land Third-party buyers are involved.,Mortgage Default,Party A
449363bf-492c-4f5f-9229-8d2a2c101a69,17-06-2007,Calcutta High Court,Party B claims adverse possession after staying 15 years without objection Additional evidence was submitted.,Adverse Possession,Party B
3464c09d-9e33-4735-8bad-aa955091f761,06-05-2020,Kerala High Court,Power of attorney given by Party A was misused by Party B to sell the land,Power of Attorney Misuse,Party A
76abdc0c-0f3c-4989-9d2b-bd62d16fc630,26-08-2008,Punjab and Haryana High Court,Party B registered the sale deed without paying full stamp duty Dispute went to court.,Stamp Duty Fraud,Party A
142a1a77-8142-43d9-8227-a052c45831d6,15-06-2009,Punjab and Haryana High Court,Party A bought land but the developer did not build promised facilities Additional evidence was submitted.,Fraud by Developer,Party A
ff45a1fa-4589-4c8e-906a-e3bdea9b87ac,31-12-2022,Karnataka High Court,Party A is operating a commercial shop in a residential land zone Additional evidence was submitted.,Zoning Law Violation,Party B
b08c905d-c86c-467e-9d57-d73f1836e41f,06-10-2005,Gujarat High Court,Power of attorney given by Party A was misused by Party B to sell the land Dispute went to court.,Power of Attorney Misuse,Party A
139b7a40-aa18-4db7-a084-92f90d54312c,13-03-2012,Punjab and Haryana High Court,Party A bought land but the developer did not build promised facilities Additional evidence was submitted.,Fraud by Developer,Party A
40233ae0-2dcc-475f-8bb4-836308d74e37,27-12-2010,Madras High Court,Government acquired Party A's land without fair compensation Survey reports were inconclusive.,Land Acquisition Issue,Party A
391cb1bc-aebd-4398-bdbd-2cd4923ff0d5,29-06-2017,Delhi High Court,Party B registered the sale deed without paying full stamp duty Additional evidence was submitted.,Stamp Duty Fraud,Party A
d5bf0139-7b09-48b9-9fc6-7945d4730cae,17-11-2023,Delhi High Court,Government acquired Party A's land without fair compensation Local authorities intervened.,Land Acquisition Issue,Party A
00cec30a-ba49-4ce8-9469-4c2d9d793a3a,30-11-2025,Kerala High Court,Party A bought land but the developer did not build promised facilities Additional evidence was submitted.,Fraud by Developer,Party A
e3906d2a-d674-492c-bfc6-b576c1f392bd,30-11-2020,Gujarat High Court,Party A bought land but the developer did not build promised facilities Additional evidence was submitted.,Fraud by Developer,Party A
16fff6d0-5902-42b8-bccc-41afdc992421,14-01-2022,Bombay High Court,Boundary pillars were moved by Party B to extend their property Case is pending investigation.,Boundary Dispute,Party A
8c8054e6-c82e-49e9-b492-c1b580930f0f,01-09-2006,Calcutta High Court,Government acquired Party A's land without fair compensation,Land Acquisition Issue,Party A
1ee5035c-82eb-4c19-84ef-d218ad3db98b,19-03-2002,Madras High Court,Power of attorney given by Party A was misused by Party B to sell the land Dispute went to court.,Power of Attorney Misuse,Party A
3a3b5622-3de5-494b-a69a-a0a989a2b394,13-05-2001,Kerala High Court,The title deed has errors in names which Party A is trying to correct Case is pending investigation.,Title Defect,Party A
fbd5347f-c00c-4ff8-8b89-9f8144a0b1fb,21-08-2005,Punjab and Haryana High Court,Party A is operating a commercial shop in a residential land zone,Zoning Law Violation,Party B
49744472-812e-45d7-a57e-46e806a4acbb,04-10-2002,Karnataka High Court,Family members are contesting Party A's inherited property rights Third-party buyers are involved.,Inheritance Dispute,Party B
bee87341-eb9f-499a-92d0-5fe1fce04c08,04-07-2006,Gujarat High Court,Party B claims adverse possession after staying 15 years without objection Local authorities intervened.,Adverse Possession,Party B
d9b9f77c-9945-476c-a639-d06032513555,02-12-2018,Karnataka High Court,Boundary pillars were moved by Party B to extend their property Third-party buyers are involved.,Boundary Dispute,Party A
0556186a-72f8-4d65-9364-2adbb42fddd7,03-09-2008,Karnataka High Court,Family members are contesting Party A's inherited property rights Dispute went to court.,Inheritance Dispute,Party B
d715f39e-467b-40f6-a373-e3aa14ea17a5,24-11-2008,Gujarat High Court,Party A sold the land without having the original property documents Local authorities intervened.,Fraudulent Sale,Party B
2bb65761-2051-43e5-8adf-d796c33e241d,26-08-2021,Karnataka High Court,Government acquired Party A's land without fair compensation Dispute went to court.,Land Acquisition Issue,Party A
a1aec5b1-3dc1-41ed-9aed-b424db922852,07-07-2014,Bombay High Court,Power of attorney given by Party A was misused by Party B to sell the land Additional evidence was submitted.,Power of Attorney Misuse,Party A
89d3b5e0-6917-4517-985f-5eabbd1173df,28-12-2000,Delhi High Court,Party A sold the land without having the original property documents Case is pending investigation.,Fraudulent Sale,Party B
841f54ee-22e3-403a-ad62-7fa759722e9a,14-06-2025,Punjab and Haryana High Court,Party A bought land but the developer did not build promised facilities Third-party buyers are involved.,Fraud by Developer,Party A
7753b225-2ee9-4d69-acc3-acc78927f61b,02-08-2018,Gujarat High Court,Party B failed to repay the mortgage leading to bank claiming land Dispute went to court.,Mortgage Default,Party A
1240719a-688a-4f1c-9eaf-85532f300bf3,01-03-2013,Bombay High Court,Party B claims adverse possession after staying 15 years without objection Third-party buyers are involved.,Adverse Possession,Party B
59a89781-3f58-40c2-99f9-36c0c7373653,13-11-2011,Punjab and Haryana High Court,Party B illegally constructed a building on Party A's farmland Local authorities intervened.,Illegal Encroachment,Party A
92433939-8450-4eb7-978c-78b265cdd0f9,27-01-2012,Gujarat High Court,Party A polluted the nearby farmland affecting Party B's crops Survey reports were inconclusive.,Environmental Dispute,Party B
053d2bdf-0484-4e99-b39a-bb9012211dfd,17-08-2001,Delhi High Court,Party A is blocking Party B's right of way through the property Third-party buyers are involved.,Easement Issue,Party B
a277235c-97c6-480b-aea6-1d4dc9a05ba1,10-03-2001,Bombay High Court,Party A's boundary wall is built beyond the survey limits causing conflicts,Boundary Dispute,Party B
8293b99d-5968-4f05-8e99-702e3cc0bfb6,26-11-2016,Calcutta High Court,Party A bought land but the developer did not build promised facilities,Fraud by Developer,Party A
f15abe48-0965-457a-83b0-7d208cffe1d0,09-07-2012,Bombay High Court,Power of attorney given by Party A was misused by Party B to sell the land Third-party buyers are involved.,Power of Attorney Misuse,Party A
ff6f7f4b-d7d6-4710-97da-d1eab6e7fff4,28-08-2023,Calcutta High Court,Government acquired Party A's land without fair compensation,Land Acquisition Issue,Party A
f41cc4d9-1683-48b4-9d8a-65690478d323,10-02-2012,Karnataka High Court,Party B failed to repay the mortgage leading to bank claiming land Additional evidence was submitted.,Mortgage Default,Party A
0b9efd3d-b895-45b1-ac4f-04fbd61385de,30-09-2000,Karnataka High Court,Party A is operating a commercial shop in a residential land zone Third-party buyers are involved.,Zoning Law Violation,Party B
19a63f4d-09bd-40e8-a5c7-227a2ecff4c7,27-05-2017,Kerala High Court,Party B failed to repay the mortgage leading to bank claiming land Dispute went to court.,Mortgage Default,Party A
827225f8-6074-4cdf-8ed5-fbbe1859ecf8,28-11-2001,Gujarat High Court,The ownership of the land is challenged by Party B due to missing title documents Case is pending investigation.,Ownership Dispute,Party B
6406f973-a716-45e9-8443-38a5ce1e08e2,20-08-2015,Bombay High Court,Party A bought land but the developer did not build promised facilities Case is pending investigation.,Fraud by Developer,Party A
8e609110-7ba8-4704-b511-098ef24d377e,22-12-2004,Kerala High Court,The title deed has errors in names which Party A is trying to correct Case is pending investigation.,Title Defect,Party A
69e3d8df-4be5-4538-ab90-129d08648e1e,10-09-2025,Calcutta High Court,Government acquired Party A's land without fair compensation Additional evidence was submitted.,Land Acquisition Issue,Party A
e8c7f21c-a840-4881-b008-6dd00bc3698f,24-12-2021,Punjab and Haryana High Court,Party A bought land but the developer did not build promised facilities Dispute went to court.,Fraud by Developer,Party A
c3d359a9-ef8f-41f3-90b2-7cafa670c0bb,02-01-2023,Punjab and Haryana High Court,Party A is operating a commercial shop in a residential land zone Dispute went to court.,Zoning Law Violation,Party B
39f8d8d1-e09b-438d-a80a-2f4ee92e44a6,28-02-2002,Delhi High Court,Party B illegally constructed a building on Party A's farmland Third-party buyers are involved.,Illegal Encroachment,Party A
6a492db3-3673-4284-8e39-ebbd17394552,10-02-2010,Bombay High Court,Party B registered the sale deed without paying full stamp duty Dispute went to court.,Stamp Duty Fraud,Party A
c2d538d3-ef1e-4e19-83bf-4f0ffc6ea72d,17-06-2015,Madras High Court,Party B registered the sale deed without paying full stamp duty Additional evidence was submitted.,Stamp Duty Fraud,Party A
7f642fae-2d5c-4a87-b370-5197c0a84dd3,11-06-2012,Gujarat High Court,Party B claims adverse possession after staying 15 years without objection Additional evidence was submitted.,Adverse Possession,Party B
ee157bff-a813-4f13-9815-0235cef62e5c,09-05-2023,Punjab and Haryana High Court,The title deed has errors in names which Party A is trying to correct,Title Defect,Party A
de71c641-8c88-4b56-8d7f-75d14d413cda,07-03-2016,Delhi High Court,Power of attorney given by Party A was misused by Party B to sell the land Case is pending investigation.,Power of Attorney Misuse,Party A
80f08a4a-c70d-4998-b0a6-408a5afb4871,24-10-2022,Madras High Court,Party B failed to repay the mortgage leading to bank claiming land Additional evidence was submitted.,Mortgage Default,Party A
ca564ad6-ea32-4d71-bdb2-0923d779398a,25-08-2007,Karnataka High Court,Party B failed to repay the mortgage leading to bank claiming land Additional evidence was submitted.,Mortgage Default,Party A
16828e95-bb5c-40fb-a3c0-5b39ba20dd59,19-06-2016,Madras High Court,Party B registered the sale deed without paying full stamp duty,Stamp Duty Fraud,Party A
d2dffa0f-0a1b-4b7e-93ec-dd43065b5fed,31-03-2005,Gujarat High Court,Boundary pillars were moved by Party B to extend their property Survey reports were inconclusive.,Boundary Dispute,Party A
d69fc154-88c5-4f0f-91d0-14a5548e0749,12-07-2015,Madras High Court,Party B registered the sale deed without paying full stamp duty Case is pending investigation.,Stamp Duty Fraud,Party A
de90b560-4428-4400-8273-7e6ff87c8756,21-12-2013,Madras High Court,Party A sold the land without having the original property documents,Fraudulent Sale,Party B
8757e5fa-1a0e-416a-b580-74cd9fca08e4,29-10-2006,Madras High Court,Family members are contesting Party A's inherited property rights Case is pending investigation.,Inheritance Dispute,Party B
545c3a2f-3f66-433a-a03b-aa9d67538067,16-07-2023,Madras High Court,Party B illegally constructed a building on Party A's farmland,Illegal Encroachment,Party A
0cf11037-5d5c-422b-ba2b-40fd6c2ea2e0,19-06-2001,Madras High Court,Party A is operating a commercial shop in a residential land zone Survey reports were inconclusive.,Zoning Law Violation,Party B
7386063e-3ae4-4f8f-afe3-ccc62fadb730,20-07-2017,Gujarat High Court,Government acquired Party A's land without fair compensation Additional evidence was submitted.,Land Acquisition Issue,Party A
32c6cc49-8b66-4688-8104-08ed13978c81,13-07-2016,Delhi High Court,Party A's boundary wall is built beyond the survey limits causing conflicts Dispute went to court.,Boundary Dispute,Party B
5eac2903-911d-4d5e-8f26-db1bfb5f357a,08-05-2020,Delhi High Court,Party B failed to repay the mortgage leading to bank claiming land,Mortgage Default,Party A
9b5d3f5d-21a6-4456-8b6e-def15829cf60,04-08-2023,Kerala High Court,Party A polluted the nearby farmland affecting Party B's crops Additional evidence was submitted.,Environmental Dispute,Party B
ca357e74-1178-4a93-8d15-dcc987e7bd74,09-10-2024,Gujarat High Court,Party B illegally constructed a building on Party A's farmland Survey reports were inconclusive.,Illegal Encroachment,Party A
188e8f4d-c2d4-4338-b07b-c1c8cd930447,11-10-2023,Madras High Court,Power of attorney given by Party A was misused by Party B to sell the land Third-party buyers are involved.,Power of Attorney Misuse,Party A
83d1390a-0996-4d1d-9f2f-ea073087f333,29-03-2004,Karnataka High Court,Party A bought land but the developer did not build promised facilities Dispute went to court.,Fraud by Developer,Party A
6bc7dd4a-6bfa-4152-8bf3-357616605af6,15-07-2007,Delhi High Court,Party A is blocking Party B's right of way through the property,Easement Issue,Party B
7d71b849-1116-40dd-bcd2-8203ac4b2726,25-03-2008,Punjab and Haryana High Court,The title deed has errors in names which Party A is trying to correct Case is pending investigation.,Title Defect,Party A
11cac84e-c52c-4b0e-9dd3-ea4a2d20870a,13-05-2004,Bombay High Court,Power of attorney given by Party A was misused by Party B to sell the land Survey reports were inconclusive.,Power of Attorney Misuse,Party A
d969e7dc-a6b4-47b4-b314-939d6dda644d,16-03-2009,Karnataka High Court,The ownership of the land is challenged by Party B due to missing title documents Survey reports were inconclusive.,Ownership Dispute,Party B
9fe58498-24cc-45c0-93d0-1eed0571dcef,27-03-2007,Gujarat High Court,Boundary pillars were moved by Party B to extend their property Survey reports were inconclusive.,Boundary Dispute,Party A
e2cda2a6-d173-4939-a184-5d3b318506f1,22-09-2014,Karnataka High Court,Party B registered the sale deed without paying full stamp duty Dispute went to court.,Stamp Duty Fraud,Party A
6a91fb97-9216-415d-b422-dab3738b4d65,19-07-2023,Delhi High Court,Party A sold the land without having the original property documents Additional evidence was submitted.,Fraudulent Sale,Party B
91bd160b-3904-4f0b-beff-1ad0dbe12138,16-09-2000,Delhi High Court,Party A polluted the nearby farmland affecting Party B's crops Local authorities intervened.,Environmental Dispute,Party B
16ec9ad9-be39-4ddb-9927-f388331a7ee0,14-06-2025,Calcutta High Court,Family members are contesting Party A's inherited property rights Case is pending investigation.,Inheritance Dispute,Party B
bc01b70d-cfab-4728-bbe4-3f33c31bc0c1,17-07-2006,Delhi High Court,Party B failed to repay the mortgage leading to bank claiming land Dispute went to court.,Mortgage Default,Party A
916a0840-0d14-4dfe-b177-4b2433b1e813,12-06-2007,Bombay High Court,Family members are contesting Party A's inherited property rights Dispute went to court.,Inheritance Dispute,Party B
82624064-9b60-4657-a395-85069b6f3038,15-07-2020,Kerala High Court,Party A sold the land without having the original property documents,Fraudulent Sale,Party B
8bee3e98-c98b-4173-aeca-4bdb631f329b,28-03-2014,Calcutta High Court,Party A's boundary wall is built beyond the survey limits causing conflicts Case is pending investigation.,Boundary Dispute,Party B
4dd035c1-cec9-48cf-96ff-26576e80a5ae,28-07-2015,Gujarat High Court,Boundary pillars were moved by Party B to extend their property Third-party buyers are involved.,Boundary Dispute,Party A
465b4339-8270-4414-9cc1-98fe98fa11ba,23-03-2005,Kerala High Court,The ownership of the land is challenged by Party B due to missing title documents Survey reports were inconclusive.,Ownership Dispute,Party B
1f9bb75e-f2a2-4cd3-b6ec-c52366981551,09-08-2002,Delhi High Court,Power of attorney given by Party A was misused by Party B to sell the land,Power of Attorney Misuse,Party A
8ea58164-13b2-4ac8-95f5-3144e13a0fc7,23-08-2009,Bombay High Court,Power of attorney given by Party A was misused by Party B to sell the land Additional evidence was submitted.,Power of Attorney Misuse,Party A
23f3552c-5a40-46bd-8c9f-e62693f78d72,01-05-2011,Delhi High Court,Party A polluted the nearby farmland affecting Party B's crops Case is pending investigation.,Environmental Dispute,Party B
dd5b04ae-1d16-4a99-9964-a9de278aae2a,21-09-2014,Karnataka High Court,Boundary pillars were moved by Party B to extend their property Case is pending investigation.,Boundary Dispute,Party A
acf65ab6-7242-4470-a498-d581c6eb5341,28-11-2011,Calcutta High Court,Boundary pillars were moved by Party B to extend their property Third-party buyers are involved.,Boundary Dispute,Party A
0d912a95-87d6-4578-b2ce-aa6d1dc9bf80,04-11-2007,Madras High Court,Power of attorney given by Party A was misused by Party B to sell the land Additional evidence was submitted.,Power of Attorney Misuse,Party A
8bdb707a-d5cb-4147-af19-ce37261513f9,23-03-2000,Calcutta High Court,Power of attorney given by Party A was misused by Party B to sell the land Additional evidence was submitted.,Power of Attorney Misuse,Party A
fbb5f715-002a-4783-a236-7daef3326a09,10-01-2009,Delhi High Court,Party A sold the land without having the original property documents Third-party buyers are involved.,Fraudulent Sale,Party B
4c5067a5-b160-4cad-bc07-b2ece0c2f9c5,13-11-2021,Punjab and Haryana High Court,Government acquired Party A's land without fair compensation Additional evidence was submitted.,Land Acquisition Issue,Party A
5f4943c4-a763-46d2-b977-ba23c4ae44e9,16-07-2005,Karnataka High Court,Party A is blocking Party B's right of way through the property Survey reports were inconclusive.,Easement Issue,Party B
7a793a5d-c2fd-4074-8d57-c2d3d6e26c53,18-06-2007,Madras High Court,Party B registered the sale deed without paying full stamp duty Survey reports were inconclusive.,Stamp Duty Fraud,Party A
a12c3523-b7e7-4263-a29c-cde912b06e40,11-10-2017,Karnataka High Court,The ownership of the land is challenged by Party B due to missing title documents Third-party buyers are involved.,Ownership Dispute,Party B
bab338fc-19cc-4efe-92bf-add4dda6e5b2,20-09-2005,Bombay High Court,Party A polluted the nearby farmland affecting Party B's crops,Environmental Dispute,Party B
a556160f-e7e2-4ec5-8c53-0aa247cb3f85,04-08-2009,Gujarat High Court,Party B failed to repay the mortgage leading to bank claiming land Local authorities intervened.,Mortgage Default,Party A
60b16d42-fe76-4cd4-a607-3bb286e34e8e,07-09-2015,Kerala High Court,Party B failed to repay the mortgage leading to bank claiming land Additional evidence was submitted.,Mortgage Default,Party A
fea0eaf1-aefa-4f9c-a57c-bdf8464e61eb,11-10-2022,Gujarat High Court,The ownership of the land is challenged by Party B due to missing title documents Additional evidence was submitted.,Ownership Dispute,Party B
6192f306-9a6e-4082-ac21-282697261c54,14-04-2007,Delhi High Court,Party A sold the land without having the original property documents Dispute went to court.,Fraudulent Sale,Party B
ed8ecd6e-d4e3-4473-a94a-c1ff234fb4e9,01-04-2004,Kerala High Court,Party B illegally constructed a building on Party A's farmland Additional evidence was submitted.,Illegal Encroachment,Party A
33b448b5-f6fd-436c-a0ce-86c858f5d1c3,03-08-2004,Punjab and Haryana High Court,Party A is blocking Party B's right of way through the property Local authorities intervened.,Easement Issue,Party B
0a62eb40-6fc0-4ca8-9ed0-584d8425fe21,06-09-2014,Kerala High Court,The title deed has errors in names which Party A is trying to correct,Title Defect,Party A
cb65978c-2dce-44fd-8b31-f9de62a58f9e,30-06-2015,Bombay High Court,Party A is blocking Party B's right of way through the property Case is pending investigation.,Easement Issue,Party B
0225ce9e-3159-49f7-80ae-c48b4538d7f6,14-07-2025,Gujarat High Court,Party A is blocking Party B's right of way through the property Survey reports were inconclusive.,Easement Issue,Party B
bd54d626-42bd-4261-8509-f304027e1590,12-06-2009,Karnataka High Court,Family members are contesting Party A's inherited property rights Survey reports were inconclusive.,Inheritance Dispute,Party B
1d3796f1-51cb-4849-ad5d-78da08660a4c,14-06-2016,Delhi High Court,Party B registered the sale deed without paying full stamp duty Local authorities intervened.,Stamp Duty Fraud,Party A
b3d29d1e-3f3d-4327-ac28-2d15e1cbd57f,02-09-2022,Karnataka High Court,Party A sold the land without having the original property documents Case is pending investigation.,Fraudulent Sale,Party B
42daf6a7-9e49-41b2-b92c-60bd384565f0,23-07-2023,Kerala High Court,Party A sold the land without having the original property documents,Fraudulent Sale,Party B
c977c43d-8348-4636-b785-361d6987d5bb,30-07-2013,Madras High Court,Power of attorney given by Party A was misused by Party B to sell the land,Power of Attorney Misuse,Party A
de3e5c12-d4e7-4fb3-9f6c-6b7a8c0d6101,18-04-2000,Gujarat High Court,Party B illegally constructed a building on Party A's farmland,Illegal Encroachment,Party A
b01cb890-2833-426b-a127-e2faaa41e2c5,13-04-2021,Karnataka High Court,Party B registered the sale deed without paying full stamp duty Additional evidence was submitted.,Stamp Duty Fraud,Party A
bc712ca8-ab12-4a20-b14f-e64f54771c07,29-03-2019,Delhi High Court,Party A polluted the nearby farmland affecting Party B's crops Dispute went to court.,Environmental Dispute,Party B
